RequestDate,RequestTimestamp,nothing0,nothing777,nothingDD,nothingDD2,nothingSomething,nothingNothing,id0,name,symbol,slug,numMarketPairs,dateAdded,tags,tags2,tags3,tags4,tags5,tags6,tags7,tags8,tags9,tags10,tags11,tags12,tags13,tags14,tags15,tags16,tags17,tags18,tags19,tags20,tags21,tags22,tags23,tags24,tags25,tags26,tags27,tags28,tags29,maxSupply,circulatingSupply,totalSupply,nothing2,id,name2,symbol2,slug2,hashUnk,RandomHash,rowId,lastUpdated, price ,volume24h,percentChange1h,percentChange24h,percentChange7Days,percentChange30Days,percentChange60Days,percentChange90Days,marketCap,lastUpdated1,marketCapDividedByPrice,totalSupplyDividedbyMarketCap,marketCapDividedbyTotalSupply,previousMarketCap,latestMarketCapVSprevious
8/4/2021,,,,,,,,2469,Zilliqa,ZIL,zilliqa,112,2018-01-25T00:00:00.000Z,mineable,platform,payments,smart-contracts,polychain-capital-portfolio,kinetic-capital,,,,,,,,,,,,,,,,,,,,,,,,21000000000,11563004544,14854471697,,,,,,,,82,2021-08-04T04:05:03.000Z,$0.08 ,"$51,725,247.24 ",-89.76%,-164.26%,462.91%,-208.39%,-4069.60%,-6377.29%,"$902,568,020.93 ",2021-08-04T04:05:03.000Z,"11,563,004,543.81",16.46,0.06,"$917,312,626.07 ","($14,744,605.13)"
8/4/2021,,,,,,,,2087,KuCoin Token,KCS,kucoin-token,33,2017-10-24T00:00:00.000Z,marketplace,centralized-exchange,discount-token,,,,,,,,,,,,,,,,,,,,,,,,,,,170118638,80118638,170118638,,1027,Ethereum,ETH,ethereum,0xf34960d9d60be18cc1d5afc1a6f012a723a28811,,83,2021-08-04T04:06:04.000Z,$11.10 ,"$24,895,331.01 ",5.27%,1491.32%,1581.82%,4664.12%,2277.49%,-2298.60%,"$889,477,443.51 ",2021-08-04T04:06:04.000Z,"80,118,638.00",0.19,5.23,"$774,042,651.47 ","$115,434,792.04 "
8/4/2021,,,,,,,,2394,Telcoin,TEL,telcoin,25,2018-01-14T00:00:00.000Z,medium-of-exchange,polygon-ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,1E+11,54157110195,1E+11,,1027,Ethereum,ETH,ethereum,0x467bccd9d29f223bce8043b84e8c8b282827790f,,84,2021-08-04T04:06:03.000Z,$0.02 ,"$19,690,351.71 ",-40.16%,-758.51%,-1783.06%,-3259.20%,-5142.59%,-5354.53%,"$874,701,502.14 ",2021-08-04T04:06:03.000Z,"54,157,110,195.29",114.32,0.01,"$946,469,975.83 ","($71,768,473.69)"
8/4/2021,,,,,,,,1727,Bancor,BNT,bancor,227,2017-06-18T00:00:00.000Z,marketplace,decentralized-exchange,defi,payments,amm,kinetic-capital,,,,,,,,,,,,,,,,,,,,,,,,,237363471.8,237363471.8,,1027,Ethereum,ETH,ethereum,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,,85,2021-08-04T04:05:35.000Z,$3.42 ,"$47,900,842.38 ",-80.56%,-123.22%,517.46%,375.82%,-2719.69%,-5475.36%,"$812,335,016.16 ",2021-08-04T04:05:35.000Z,"237,363,471.75",0.29,3.42,"$822,077,896.07 ","($9,742,879.91)"
8/4/2021,,,,,,,,5567,Celo,CELO,celo,39,2020-05-22T00:00:00.000Z,pos,zero-knowledge-proofs,mobile,payments,smart-contracts,coinbase-ventures-portfolio,polychain-capital-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,a16z-portfolio,,,,,,,,,,,,,,,,,,,,1000000000,286702568,1000000000,,,,,,,,86,2021-08-04T04:05:53.000Z,$2.83 ,"$40,441,510.07 ",-131.88%,958.67%,690.67%,-1347.24%,-1585.46%,-4611.73%,"$810,362,497.04 ",2021-08-04T04:05:53.000Z,"286,702,568.00",1.23,0.81,"$739,515,871.49 ","$70,846,625.55 "
8/4/2021,,,,,,,,3945,Harmony,ONE,harmony,40,2019-06-01T00:00:00.000Z,platform,enterprise-solutions,scaling,smart-contracts,binance-launchpad,binance-labs-portfolio,hashkey-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,12600000000,10423806833,13126630833,,,,,,,,87,2021-08-04T04:05:17.000Z,$0.07 ,"$21,783,392.62 ",-25.86%,-124.06%,92.03%,1522.27%,-2604.57%,-4316.41%,"$774,593,211.73 ",2021-08-04T04:05:17.000Z,"10,423,806,832.79",16.95,0.06,"$784,240,205.49 ","($9,646,993.76)"
8/4/2021,,,,,,,,1684,Qtum,QTUM,qtum,187,2017-05-24T00:00:00.000Z,platform,smart-contracts,kinetic-capital,,,,,,,,,,,,,,,,,,,,,,,,,,,107822406,98584929.73,103618733,,,,,,,,88,2021-08-04T04:05:26.000Z,$7.66 ,"$216,832,040.51 ",-99.27%,32.42%,1774.67%,715.14%,-3365.70%,-6064.62%,"$754,998,402.51 ",2021-08-04T04:05:26.000Z,"98,584,929.73",0.14,7.29,"$752,538,161.17 ","$2,460,241.34 "
8/4/2021,,,,,,,,1042,Siacoin,SC,siacoin,55,2015-08-26T00:00:00.000Z,mineable,pow,blake2b,platform,distributed-computing,filesharing,storage,dragonfly-capital-portfolio,fenbushi-capital-portfolio,paradigm-xzy-screener,,,,,,,,,,,,,,,,,,,,,48406102992,48406102992,,,,,,,,89,2021-08-04T04:05:57.000Z,$0.02 ,"$65,941,768.37 ",-8.69%,166.16%,1845.74%,1394.23%,-2007.89%,-6419.55%,"$738,689,719.12 ",2021-08-04T04:05:57.000Z,"48,406,102,992.00",65.53,0.02,"$726,544,470.78 ","$12,145,248.34 "
8/4/2021,,,,,,,,6950,Perpetual Protocol,PERP,perpetual-protocol,64,2020-09-08T00:00:00.000Z,decentralized-exchange,defi,derivatives,amm,three-arrows-capital-portfolio,cms-holdings-portfolio,alameda-research-portfolio,multicoin-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,44129076.71,150000000,,1027,Ethereum,ETH,ethereum,0xbc396689893d065f41bc2c6ecbee5e0085233447,,90,2021-08-04T04:06:08.000Z,$16.54 ,"$101,276,953.69 ",-76.77%,1471.81%,6270.56%,10064.59%,5939.52%,8906.15%,"$729,905,567.06 ",2021-08-04T04:06:08.000Z,"44,129,076.71",0.21,4.87,#NUM!,#NUM!
8/4/2021,,,,,,,,3783,Ankr,ANKR,ankr,72,2019-03-06T00:00:00.000Z,platform,enterprise-solutions,defi,filesharing,staking,substrate,binance-chain,polkadot-ecosystem,pantera-capital-portfolio,polygon-ecosystem,,,,,,,,,,,,,,,,,,,,10000000000,7662899378,10000000000,,1839,Binance Chain,BNB,binance-coin,ANKR-E97,,91,2021-08-04T04:05:38.000Z,$0.09 ,"$79,058,002.75 ",-67.49%,-453.56%,921.82%,2862.24%,-955.33%,-4268.50%,"$722,727,205.88 ",2021-08-04T04:05:38.000Z,"7,662,899,377.79",13.84,0.07,"$757,064,288.87 ","($34,337,082.99)"
8/4/2021,,,,,,,,109,DigiByte,DGB,digibyte,100,2014-02-06T00:00:00.000Z,mineable,pow,multiple-algorithms,medium-of-exchange,collectibles-nfts,iot,payments,,,,,,,,,,,,,,,,,,,,,,,21000000000,14547937473,14547937473,,,,,,,,92,2021-08-04T04:06:04.000Z,$0.05 ,"$24,068,765.14 ",-92.78%,-97.72%,1080.65%,898.33%,-3044.05%,-6694.61%,"$703,399,376.96 ",2021-08-04T04:06:04.000Z,"14,547,937,472.80",20.68,0.05,"$710,199,875.93 ","($6,800,498.97)"
8/4/2021,,,,,,,,2566,Ontology,ONT,ontology,138,2018-03-08T00:00:00.000Z,enterprise-solutions,identity,binance-smart-chain,polkadot-ecosystem,huobi-capital,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,877927426,1000000000,,,,,,,,93,2021-08-04T04:05:19.000Z,$0.80 ,"$92,080,352.25 ",-95.69%,85.65%,1461.06%,1363.22%,-2952.73%,-6384.68%,"$702,957,905.27 ",2021-08-04T04:05:19.000Z,"877,927,426.00",1.42,0.7,"$696,987,942.98 ","$5,969,962.29 "
8/4/2021,,,,,,,,1896,0x,ZRX,0x,217,2017-08-16T00:00:00.000Z,platform,decentralized-exchange,defi,dao,substrate,polkadot,polkadot-ecosystem,polychain-capital-portfolio,governance,blockchain-capital-portfolio,boostvc-portfolio,fabric-ventures-portfolio,kinetic-capital,placeholder-ventures-portfolio,pantera-capital-portfolio,,,,,,,,,,,,,,,1000000000,845341601.8,1000000000,,1027,Ethereum,ETH,ethereum,0xe41d2489571d322189246dafa5ebde1f4699f498,,94,2021-08-04T04:06:04.000Z,$0.83 ,"$80,076,584.30 ",31.20%,539.18%,1795.21%,1715.13%,-2564.25%,-5700.69%,"$704,107,384.60 ",2021-08-04T04:06:04.000Z,"845,341,601.79",1.42,0.7,"$667,770,661.27 ","$36,336,723.34 "
8/4/2021,,,,,,,,2499,SwissBorg,CHSB,swissborg,8,2018-02-02T00:00:00.000Z,asset-management,staking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,1000000000,,1027,Ethereum,ETH,ethereum,0xba9d4199fab4f26efe3551d490e3821486f135ba,,95,2021-08-04T04:05:30.000Z,$0.69 ,"$1,679,990.17 ",-23.71%,-153.58%,-735.08%,1312.24%,-1297.73%,-4863.11%,"$693,413,752.06 ",2021-08-04T04:05:30.000Z,"1,000,000,000.00",1.44,0.69,"$704,229,130.56 ","($10,815,378.50)"
8/4/2021,,,,,,,,2577,Ravencoin,RVN,ravencoin,82,2018-03-10T00:00:00.000Z,mineable,platform,crowdfunding,,,,,,,,,,,,,,,,,,,,,,,,,,,21000000000,9351375000,9351375000,,,,,,,,96,2021-08-04T04:06:04.000Z,$0.07 ,"$110,457,324.12 ",-147.12%,1243.32%,1819.59%,3455.31%,-1172.86%,-5807.75%,"$680,881,421.56 ",2021-08-04T04:06:04.000Z,"9,351,375,000.00",13.73,0.07,"$604,520,189.38 ","$76,361,232.17 "
8/4/2021,,,,,,,,1698,Horizen,ZEN,horizen,66,2017-06-01T00:00:00.000Z,mineable,pow,medium-of-exchange,enterprise-solutions,content-creation,privacy,masternodes,sidechain,dcg-portfolio,,,,,,,,,,,,,,,,,,,,,21000000,11370975,11370975,,,,,,,,97,2021-08-04T04:05:20.000Z,$58.31 ,"$32,768,293.47 ",-37.41%,458.08%,504.53%,-980.44%,-4491.87%,-5050.08%,"$663,072,200.79 ",2021-08-04T04:05:20.000Z,"11,370,975.00",0.02,58.31,"$633,827,437.47 ","$29,244,763.32 "
8/4/2021,,,,,,,,8335,Mdex,MDX,mdex,57,2021-01-27T00:00:00.000Z,decentralized-exchange,defi,yield-farming,amm,binance-smart-chain,heco-ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,592507834.1,1000000000,,2502,Heco,HT,huobi-token,0x25d2e80cb6b86881fd7e07dd263fb79f4abe033c,,98,2021-08-04T04:06:05.000Z,$1.12 ,"$46,510,635.25 ",-87.84%,-65.50%,-604.87%,-3250.17%,-5184.98%,-6368.22%,"$662,673,332.96 ",2021-08-04T04:06:05.000Z,"592,507,834.09",1.51,0.66,"$664,795,119.73 ","($2,121,786.77)"
8/4/2021,,,,,,,,2099,ICON,ICX,icon,70,2017-10-27T00:00:00.000Z,platform,enterprise-solutions,interoperability,kinetic-capital,pantera-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,653921240.5,800460000,,,,,,,,99,2021-08-04T04:06:04.000Z,$0.99 ,"$40,078,898.90 ",-125.07%,34.87%,1550.34%,2069.40%,-1740.40%,-5952.66%,"$644,251,650.57 ",2021-08-04T04:06:04.000Z,"653,921,240.53",1.24,0.8,"$642,643,381.47 ","$1,608,269.10 "
8/4/2021,,,,,,,,1817,Voyager Token,VGX,voyager-token,7,2017-07-18T00:00:00.000Z,asset-management,wallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,222295209,222295208,222295208.2,,1027,Ethereum,ETH,ethereum,0x5af2be193a6abca9c8817001f45744777db30756,,100,2021-08-04T04:05:33.000Z,$2.86 ,"$14,206,506.23 ",-216.91%,-122.38%,3889.94%,3006.04%,421.78%,-2930.61%,"$636,429,802.47 ",2021-08-04T04:05:33.000Z,"222,295,208.00",0.35,2.86,"$644,314,738.87 ","($7,884,936.40)"
8/5/2021,2021-08-05T04:06:50.571Z,0,,26,1,,5931,1,Bitcoin,BTC,bitcoin,8936,2013-04-28T00:00:00.000Z,mineable,pow,sha-256,store-of-value,state-channels,coinbase-ventures-portfolio,three-arrows-capital-portfolio,polychain-capital-portfolio,binance-labs-portfolio,arrington-xrp-capital,blockchain-capital-portfolio,boostvc-portfolio,cms-holdings-portfolio,dcg-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,fabric-ventures-portfolio,framework-ventures,galaxy-digital-portfolio,huobi-capital,alameda-research-portfolio,a16z-portfolio,1confirmation-portfolio,winklevoss-capital,usv-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,multicoin-capital-portfolio,paradigm-xzy-screener,21000000,18776518,18776518,,,,,,,,1,2021-08-05T04:05:17.000Z,"$39,458.61 ","$25,249,590,587.82 ",-9.08%,382.07%,-87.13%,1485.42%,936.09%,-2904.25%,"$740,895,229,623.90 ",2021-08-05T04:05:17.000Z,"18,776,518.00",0,"39,458.61","$712,934,861,269.95 ","$27,960,368,353.95 "
8/5/2021,,,,,,,,1027,Ethereum,ETH,ethereum,5640,2015-08-07T00:00:00.000Z,mineable,pow,smart-contracts,ethereum,coinbase-ventures-portfolio,three-arrows-capital-portfolio,polychain-capital-portfolio,binance-labs-portfolio,arrington-xrp-capital,blockchain-capital-portfolio,boostvc-portfolio,cms-holdings-portfolio,dcg-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,fabric-ventures-portfolio,framework-ventures,hashkey-capital-portfolio,kinetic-capital,huobi-capital,alameda-research-portfolio,a16z-portfolio,1confirmation-portfolio,winklevoss-capital,usv-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,multicoin-capital-portfolio,paradigm-xzy-screener,,116974725.4,116974725.4,,,,,,,,2,2021-08-05T04:06:04.000Z,"$2,718.84 ","$25,771,454,180.78 ",-0.61%,933.62%,1882.05%,1938.75%,133.89%,-1989.19%,"$318,035,581,172.96 ",2021-08-05T04:06:04.000Z,"116,974,725.44",0,"2,718.84","$290,845,938,026.08 ","$27,189,643,146.87 "
8/5/2021,,,,,,,,825,Tether,USDT,tether,16319,2015-02-25T00:00:00.000Z,payments,stablecoin,stablecoin-asset-backed,avalanche-ecosystem,solana-ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,,62000121094,64469737786,,1027,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,3,2021-08-05T04:05:15.000Z,$1.00 ,"$55,702,890,275.89 ",0.06%,-1.99%,-6.34%,-6.04%,-6.17%,-2.00%,"$61,999,388,193.44 ",2021-08-05T04:05:15.000Z,"62,000,121,093.69",1.04,0.96,"$62,011,713,822.48 ","($12,325,629.04)"
8/5/2021,,,,,,,,1839,Binance Coin,BNB,binance-coin,541,2017-07-25T00:00:00.000Z,marketplace,centralized-exchange,payments,binance-smart-chain,alameda-research-portfolio,multicoin-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,168137036,168137036,168137036,,,,,,,,4,2021-08-05T04:05:23.000Z,$334.13 ,"$1,301,672,145.74 ",-14.60%,389.25%,734.10%,819.01%,-1540.91%,-4575.91%,"$56,180,378,943.32 ",2021-08-05T04:05:23.000Z,"168,137,036.00",0,334.13,"$54,075,469,585.68 ","$2,104,909,357.64 "
8/5/2021,,,,,,,,2010,Cardano,ADA,cardano,284,2017-10-01T00:00:00.000Z,mineable,dpos,pos,platform,research,smart-contracts,staking,binance-smart-chain,,,,,,,,,,,,,,,,,,,,,,45000000000,32081189957,32959337588,,,,,,,,5,2021-08-05T04:05:15.000Z,$1.38 ,"$1,839,483,422.39 ",-13.57%,263.43%,845.14%,-381.04%,-1818.93%,-1201.11%,"$44,187,543,789.32 ",2021-08-05T04:05:15.000Z,"32,081,189,956.85",0.75,1.34,"$43,053,066,524.64 ","$1,134,477,264.68 "
8/5/2021,,,,,,,,52,XRP,XRP,xrp,629,2013-08-04T00:00:00.000Z,medium-of-exchange,enterprise-solutions,binance-chain,arrington-xrp-capital,galaxy-digital-portfolio,a16z-portfolio,pantera-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,1E+11,46363275151,99990326429,,,,,,,,6,2021-08-05T04:06:02.000Z,$0.73 ,"$2,757,859,382.11 ",35.44%,237.33%,351.80%,841.34%,-2253.74%,-5293.68%,"$33,771,875,290.11 ",2021-08-05T04:06:02.000Z,"46,363,275,151.00",2.96,0.34,"$32,952,778,274.67 ","$819,097,015.44 "
8/5/2021,,,,,,,,3408,USD Coin,USDC,usd-coin,1436,2018-10-08T00:00:00.000Z,medium-of-exchange,stablecoin,stablecoin-asset-backed,,,,,,,,,,,,,,,,,,,,,,,,,,,,27586575030,27586575030,,1027,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,7,2021-08-05T04:05:25.000Z,$1.00 ,"$2,759,330,425.95 ",0.27%,-1.14%,-2.15%,-3.94%,-1.30%,2.97%,"$27,590,444,421.87 ",2021-08-05T04:05:25.000Z,"27,586,575,030.27",1,1,"$27,468,176,202.25 ","$122,268,219.62 "
8/5/2021,,,,,,,,74,Dogecoin,DOGE,dogecoin,374,2013-12-15T00:00:00.000Z,mineable,pow,scrypt,medium-of-exchange,memes,payments,doggone-doggerel,,,,,,,,,,,,,,,,,,,,,,,,1.3073E+11,1.3073E+11,,,,,,,,8,2021-08-05T04:05:18.000Z,$0.20 ,"$1,058,258,954.45 ",3.96%,222.11%,-187.75%,-1627.43%,-4644.47%,-6525.47%,"$26,178,794,163.88 ",2021-08-05T04:05:18.000Z,"130,730,434,418.08",4.99,0.2,"$25,610,696,521.05 ","$568,097,642.83 "
8/5/2021,,,,,,,,6636,Polkadot,DOT,polkadot-new,229,2020-08-19T00:00:00.000Z,substrate,polkadot,binance-chain,polkadot-ecosystem,three-arrows-capital-portfolio,polychain-capital-portfolio,blockchain-capital-portfolio,boostvc-portfolio,cms-holdings-portfolio,coinfund-portfolio,fabric-ventures-portfolio,fenbushi-capital-portfolio,hashkey-capital-portfolio,kinetic-capital,1confirmation-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,exnetwork-capital-portfolio,,,,,,,,,,,,,980917288.4,1096641445,,,,,,,,9,2021-08-05T04:06:05.000Z,$19.24 ,"$1,608,396,655.48 ",-14.26%,1002.51%,3231.16%,2324.22%,-2025.96%,-5199.35%,"$18,874,763,940.48 ",2021-08-05T04:06:05.000Z,"980,917,288.40",0.06,17.21,"$17,157,774,218.13 ","$1,716,989,722.35 "
8/5/2021,,,,,,,,7083,Uniswap,UNI,uniswap,294,2020-09-17T00:00:00.000Z,decentralized-exchange,defi,dao,yield-farming,amm,coinbase-ventures-portfolio,three-arrows-capital-portfolio,governance,blockchain-capital-portfolio,defiance-capital,alameda-research-portfolio,a16z-portfolio,pantera-capital-portfolio,parafi-capital,paradigm-xzy-screener,,,,,,,,,,,,,,,1000000000,587384468.1,1000000000,,1027,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,,10,2021-08-05T04:05:16.000Z,$23.55 ,"$558,761,162.47 ",62.20%,1084.90%,2482.48%,744.42%,-955.04%,-3916.13%,"$13,830,601,483.83 ",2021-08-05T04:05:16.000Z,"587,384,468.12",0.07,13.83,"$12,476,934,656.65 ","$1,353,666,827.17 "
8/5/2021,,,,,,,,4687,Binance USD,BUSD,binance-usd,917,2019-09-20T00:00:00.000Z,stablecoin,stablecoin-asset-backed,binance-chain,binance-smart-chain,,,,,,,,,,,,,,,,,,,,,,,,,,,11988640421,11988640421,,1839,Binance Chain,BNB,binance-coin,BUSD-BD1,,11,2021-08-05T04:05:21.000Z,$1.00 ,"$3,872,232,190.25 ",-0.42%,-1.16%,-0.89%,-1.68%,0.63%,1.47%,"$11,991,656,149.52 ",2021-08-05T04:05:21.000Z,"11,988,640,420.58",1,1,"$12,051,642,476.55 ","($59,986,327.03)"
8/5/2021,,,,,,,,1975,Chainlink,LINK,chainlink,541,2017-09-20T00:00:00.000Z,platform,defi,oracles,smart-contracts,substrate,polkadot,polkadot-ecosystem,avalanche-ecosystem,solana-ecosystem,framework-ventures,polygon-ecosystem,,,,,,,,,,,,,,,,,,,1000000000,443009553.9,1000000000,,1027,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,,12,2021-08-05T04:05:14.000Z,$23.90 ,"$1,258,898,096.46 ",-64.94%,136.23%,2690.31%,2333.40%,-1343.92%,-4876.17%,"$10,586,554,305.97 ",2021-08-05T04:05:14.000Z,"443,009,553.92",0.09,10.59,"$10,444,272,013.41 ","$142,282,292.56 "
8/5/2021,,,,,,,,1831,Bitcoin Cash,BCH,bitcoin-cash,559,2017-07-23T00:00:00.000Z,mineable,pow,sha-256,marketplace,medium-of-exchange,store-of-value,enterprise-solutions,payments,binance-chain,,,,,,,,,,,,,,,,,,,,,21000000,18808625,18808625,,,,,,,,13,2021-08-05T04:06:06.000Z,$541.87 ,"$1,843,237,508.90 ",-5.32%,155.05%,697.64%,478.12%,-1800.98%,-6065.88%,"$10,191,893,172.75 ",2021-08-05T04:06:06.000Z,"18,808,625.00",0,541.87,"$10,028,382,240.25 ","$163,510,932.50 "
8/5/2021,,,,,,,,5426,Solana,SOL,solana,106,2020-04-10T00:00:00.000Z,dpos,platform,solana-ecosystem,cms-holdings-portfolio,kinetic-capital,alameda-research-portfolio,multicoin-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,272637427.6,494519161.7,,,,,,,,14,2021-08-05T04:06:03.000Z,$37.35 ,"$441,163,261.10 ",236.89%,1080.65%,3444.09%,1120.18%,-620.09%,-1051.19%,"$10,183,255,219.67 ",2021-08-05T04:06:03.000Z,"272,637,427.58",0.05,20.59,"$9,190,127,964.53 ","$993,127,255.14 "
8/5/2021,,,,,,,,2,Litecoin,LTC,litecoin,709,2013-04-28T00:00:00.000Z,mineable,pow,scrypt,medium-of-exchange,binance-chain,,,,,,,,,,,,,,,,,,,,,,,,,84000000,66752614.52,66752614.52,,,,,,,,15,2021-08-05T04:06:02.000Z,$140.80 ,"$1,392,911,282.63 ",-28.20%,256.19%,124.58%,19.67%,-2036.01%,-5962.42%,"$9,399,075,888.89 ",2021-08-05T04:06:02.000Z,"66,752,614.52",0.01,140.8,"$9,164,298,153.05 ","$234,777,735.84 "
8/5/2021,,,,,,,,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,262,2019-01-30T00:00:00.000Z,medium-of-exchange,defi,wrapped-tokens,,,,,,,,,,,,,,,,,,,,,,,,,,,,193173.9248,193173.9248,,1027,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,,16,2021-08-05T04:06:05.000Z,"$39,427.15 ","$424,490,081.64 ",-24.13%,375.28%,-67.13%,1556.87%,921.09%,-2924.42%,"$7,616,298,174.78 ",2021-08-05T04:06:05.000Z,"193,173.92",0,"39,427.15","$7,319,887,458.94 ","$296,410,715.84 "
8/5/2021,,,,,,,,3890,Polygon,MATIC,polygon,227,2019-04-28T00:00:00.000Z,platform,enterprise-solutions,state-channels,coinbase-ventures-portfolio,binance-launchpad,binance-labs-portfolio,polygon-ecosystem,,,,,,,,,,,,,,,,,,,,,,,10000000000,6434735794,10000000000,,,,,,,,17,2021-08-05T04:06:07.000Z,$1.06 ,"$533,399,439.99 ",20.81%,360.45%,517.53%,-727.26%,-3198.43%,3937.30%,"$6,797,009,415.73 ",2021-08-05T04:06:07.000Z,"6,434,735,794.00",1.47,0.68,"$6,565,095,295.79 ","$231,914,119.94 "
8/5/2021,,,,,,,,1321,Ethereum Classic,ETC,ethereum-classic,273,2016-07-24T00:00:00.000Z,mineable,pow,ethash,platform,smart-contracts,dcg-portfolio,,,,,,,,,,,,,,,,,,,,,,,,210700000,128759158.5,210700000,,,,,,,,18,2021-08-05T04:06:04.000Z,$51.26 ,"$1,963,243,202.21 ",33.75%,419.87%,516.70%,-756.75%,-1970.36%,-5901.74%,"$6,600,277,320.24 ",2021-08-05T04:06:04.000Z,"128,759,158.47",0.03,31.33,"$6,342,661,824.15 ","$257,615,496.09 "
8/5/2021,,,,,,,,512,Stellar,XLM,stellar,351,2014-08-05T00:00:00.000Z,medium-of-exchange,enterprise-solutions,decentralized-exchange,smart-contracts,hashkey-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,50001806812,23421507514,50001802937,,,,,,,,19,2021-08-05T04:06:05.000Z,$0.28 ,"$476,753,514.03 ",-13.88%,291.37%,379.12%,584.89%,-2794.77%,-5539.39%,"$6,459,025,137.40 ",2021-08-05T04:06:05.000Z,"23,421,507,514.04",7.74,0.13,"$6,271,539,739.88 ","$187,485,397.52 "
8/5/2021,,,,,,,,4172,Terra,LUNA,terra-luna,74,2019-07-26T00:00:00.000Z,cosmos-ecosystem,store-of-value,defi,payments,stablecoin-algorithmically-stabilized,coinbase-ventures-portfolio,binance-labs-portfolio,solana-ecosystem,arrington-xrp-capital,hashkey-capital-portfolio,kinetic-capital,huobi-capital,pantera-capital-portfolio,,,,,,,,,,,,,,,,,,414862657.7,995438723.6,,,,,,,,20,2021-08-05T04:06:03.000Z,$15.08 ,"$765,932,897.40 ",134.98%,562.31%,3653.21%,13867.66%,14246.63%,-935.98%,"$6,254,581,550.74 ",2021-08-05T04:06:03.000Z,"414,862,657.70",0.16,6.28,"$5,922,919,460.82 ","$331,662,089.92 "
8/5/2021,,,,,,,,2416,THETA,THETA,theta,73,2018-01-17T00:00:00.000Z,media,collectibles-nfts,content-creation,video,huobi-capital,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,1000000000,1000000000,,,,,,,,21,2021-08-05T04:06:07.000Z,$6.15 ,"$258,465,324.52 ",98.80%,475.45%,702.77%,-89.95%,-3256.07%,-4368.05%,"$6,146,122,586.60 ",2021-08-05T04:06:07.000Z,"1,000,000,000.00",0.16,6.15,"$5,867,168,936.95 ","$278,953,649.65 "
8/5/2021,,,,,,,,3077,VeChain,VET,vechain,141,2017-08-22T00:00:00.000Z,logistics,data-provenance,iot,smart-contracts,fenbushi-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,86712634466,64315576989,86712634466,,,,,,,,22,2021-08-05T04:06:02.000Z,$0.09 ,"$611,274,469.18 ",97.07%,576.51%,988.25%,582.23%,-2927.91%,-6081.45%,"$5,783,764,546.07 ",2021-08-05T04:06:02.000Z,"64,315,576,989.00",14.99,0.07,"$5,468,499,778.69 ","$315,264,767.38 "
8/5/2021,,,,,,,,4943,Dai,DAI,multi-collateral-dai,529,2019-11-22T00:00:00.000Z,defi,stablecoin,ethereum,binance-smart-chain,avalanche-ecosystem,polygon-ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,5691668339,5691668827,,1027,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,,23,2021-08-05T04:05:16.000Z,$1.00 ,"$490,470,406.30 ",-1.51%,3.42%,-7.06%,-12.51%,-8.50%,10.53%,"$5,695,901,249.97 ",2021-08-05T04:05:16.000Z,"5,691,668,338.59",1,1,"$5,684,690,260.09 ","$11,210,989.89 "
8/5/2021,,,,,,,,8916,Internet Computer,ICP,internet-computer,62,2021-03-23T00:00:00.000Z,platform,distributed-computing,polychain-capital-portfolio,exnetwork-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,469213710,136899213.6,471645001.9,,,,,,,,24,2021-08-05T04:06:06.000Z,$39.25 ,"$161,633,079.20 ",23.16%,15.62%,-224.71%,-1650.20%,-6275.25%,0.00%,"$5,373,152,971.09 ",2021-08-05T04:06:06.000Z,"136,899,213.55",0.09,11.39,"$5,364,770,652.35 ","$8,382,318.74 "
